player,shot,runs,balls,known_control_balls,controlled_balls,uncontrolled_balls,boundaries,dots,dismissals,strike_rate,control_pct,false_shot_pct,boundary_pct,dot_pct
Shubham Dubey,Flick,4,4,4,3,1,0,1,0,100.0,75.0,25.0,0.0,25.0
Shubham Dubey,Straight Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Shubham Dubey,Dab,1,3,3,3,0,0,2,0,33.33,100.0,0.0,0.0,66.67
Shubham Dubey,Cut Shot,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Shubham Dubey,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Shubham Dubey,Ramp,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Shubman Gill,On Drive,76,49,49,42,7,9,10,2,155.1,85.71,14.29,18.37,20.41
Shubman Gill,Cover Drive,61,34,34,28,6,12,13,1,179.41,82.35,17.65,35.29,38.24
Shubman Gill,Pull,54,29,29,22,7,7,5,3,186.21,75.86,24.14,24.14,17.24
Shubman Gill,Flick,49,39,39,35,4,3,5,0,125.64,89.74,10.26,7.69,12.82
Shubman Gill,Cut Shot,39,23,23,16,7,8,8,1,169.57,69.57,30.43,34.78,34.78
Shubman Gill,Straight Drive,16,5,5,5,0,3,2,0,320.0,100.0,0.0,60.0,40.0
Shubman Gill,Push,15,12,12,9,3,0,1,0,125.0,75.0,25.0,0.0,8.33
Shubman Gill,Leg Glance,14,6,6,6,0,2,0,0,233.33,100.0,0.0,33.33,0.0
Shubman Gill,Slog Sweep,14,5,5,3,2,2,2,1,280.0,60.0,40.0,40.0,40.0
Shubman Gill,Slog Shot,12,4,4,2,2,2,2,0,300.0,50.0,50.0,50.0,50.0
Shubman Gill,Steered,9,9,9,8,1,1,3,0,100.0,88.89,11.11,11.11,33.33
Shubman Gill,Sweep Shot,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Shubman Gill,Hook,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Shubman Gill,Defended,4,17,17,14,3,1,16,0,23.53,82.35,17.65,5.88,94.12
Shubman Gill,Square Drive,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shubman Gill,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shubman Gill,Left Alone,0,6,6,5,1,0,6,0,0.0,83.33,16.67,0.0,100.0
Sunil Narine,Pull,22,9,9,4,5,4,4,0,244.44,44.44,55.56,44.44,44.44
Sunil Narine,On Drive,14,11,11,5,6,2,7,2,127.27,45.45,54.55,18.18,63.64
Sunil Narine,Push,2,3,3,2,1,0,1,0,66.67,66.67,33.33,0.0,33.33
Sunil Narine,Flick,2,2,2,1,1,0,0,0,100.0,50.0,50.0,0.0,0.0
Sunil Narine,Left Alone,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Sunil Narine,Cover Drive,0,2,2,0,2,0,2,1,0.0,0.0,100.0,0.0,100.0
Sunil Narine,Cut Shot,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Suryakumar Yadav,Unknown,55,38,1,1,0,6,9,2,144.74,100.0,0.0,15.79,23.68
Suryakumar Yadav,Flick,28,14,14,14,0,3,1,0,200.0,100.0,0.0,21.43,7.14
Suryakumar Yadav,Cut Shot,23,12,12,9,3,5,5,1,191.67,75.0,25.0,41.67,41.67
Suryakumar Yadav,Straight Drive,19,7,7,7,0,4,2,0,271.43,100.0,0.0,57.14,28.57
Suryakumar Yadav,Cover Drive,13,12,12,11,1,1,3,0,108.33,91.67,8.33,8.33,25.0
Suryakumar Yadav,Steered,10,5,5,5,0,2,1,0,200.0,100.0,0.0,40.0,20.0
Suryakumar Yadav,On Drive,8,13,13,12,1,0,5,1,61.54,92.31,7.69,0.0,38.46
Suryakumar Yadav,Slog Sweep,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Suryakumar Yadav,Sweep Shot,5,6,6,2,4,1,4,2,83.33,33.33,66.67,16.67,66.67
Suryakumar Yadav,Ramp,4,3,3,1,2,1,2,0,133.33,33.33,66.67,33.33,66.67
Suryakumar Yadav,Square Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Suryakumar Yadav,Upper Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Suryakumar Yadav,Push,2,6,6,5,1,0,4,0,33.33,83.33,16.67,0.0,66.67
Suryakumar Yadav,Pull,1,5,5,2,3,0,4,2,20.0,40.0,60.0,0.0,80.0
Suryakumar Yadav,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Suryakumar Yadav,Slog Shot,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Suryansh Shedge,Flick,18,7,7,7,0,2,0,0,257.14,100.0,0.0,28.57,0.0
Suryansh Shedge,On Drive,15,7,7,6,1,2,2,0,214.29,85.71,14.29,28.57,28.57
Suryansh Shedge,Pull,12,5,5,2,3,2,1,0,240.0,40.0,60.0,40.0,20.0
Suryansh Shedge,Cover Drive,8,4,4,4,0,1,0,0,200.0,100.0,0.0,25.0,0.0
Suryansh Shedge,Cut Shot,4,3,3,1,2,1,2,1,133.33,33.33,66.67,33.33,66.67
Suryansh Shedge,Steered,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Suryansh Shedge,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Suryansh Shedge,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
T Natarajan,Unknown,1,2,0,0,0,0,1,0,50.0,,,0.0,50.0
Tilak Varma,On Drive,36,20,20,16,4,5,3,1,180.0,80.0,20.0,25.0,15.0
Tilak Varma,Unknown,26,10,5,4,1,6,4,2,260.0,80.0,20.0,60.0,40.0
Tilak Varma,Cover Drive,25,14,13,8,5,4,4,0,178.57,61.54,38.46,28.57,28.57
Tilak Varma,Flick,24,20,20,17,3,1,3,0,120.0,85.0,15.0,5.0,15.0
Tilak Varma,Pull,20,18,18,5,13,3,7,1,111.11,27.78,72.22,16.67,38.89
Tilak Varma,Cut Shot,19,8,8,7,1,4,1,0,237.5,87.5,12.5,50.0,12.5
Tilak Varma,Straight Drive,12,2,2,2,0,2,0,0,600.0,100.0,0.0,100.0,0.0
Tilak Varma,Slog Shot,11,5,5,1,4,2,2,1,220.0,20.0,80.0,40.0,40.0
Tilak Varma,Hook,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Tilak Varma,Upper Cut,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Tilak Varma,Push,5,7,7,6,1,0,2,0,71.43,85.71,14.29,0.0,28.57
Tilak Varma,Dab,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Tilak Varma,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Tilak Varma,Defended,0,7,7,6,1,0,7,0,0.0,85.71,14.29,0.0,100.0
Tilak Varma,Slog Sweep,0,2,2,0,2,0,2,2,0.0,0.0,100.0,0.0,100.0
Tilak Varma,Sweep Shot,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Tim David,Pull,34,15,15,11,4,5,2,0,226.67,73.33,26.67,33.33,13.33
Tim David,Slog Shot,32,12,12,5,7,5,5,1,266.67,41.67,58.33,41.67,41.67
Tim David,Flick,30,11,11,8,3,5,4,0,272.73,72.73,27.27,45.45,36.36
Tim David,Cover Drive,29,14,14,12,2,4,2,0,207.14,85.71,14.29,28.57,14.29
Tim David,On Drive,18,16,16,14,2,1,3,1,112.5,87.5,12.5,6.25,18.75
Tim David,Cut Shot,17,10,10,8,2,3,2,0,170.0,80.0,20.0,30.0,20.0
Tim David,Unknown,14,8,0,0,0,2,3,0,175.0,,,25.0,37.5
Tim David,Straight Drive,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Tim David,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Tim David,Square Drive,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Tim David,Dab,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Tim David,Push,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Tim David,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Tim David,Steered,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Tim David,Slog Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Tim Seifert,Cover Drive,9,5,5,3,2,2,2,1,180.0,60.0,40.0,40.0,40.0
Tim Seifert,Pull,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Tim Seifert,On Drive,3,5,5,3,2,0,2,0,60.0,60.0,40.0,0.0,40.0
Tim Seifert,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Tim Seifert,Cut Shot,0,2,2,0,2,0,2,1,0.0,0.0,100.0,0.0,100.0
Tim Seifert,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Tim Seifert,Slog Shot,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Travis Head,Unknown,116,87,0,0,0,17,37,4,133.33,,,19.54,42.53
Travis Head,Cover Drive,34,13,13,11,2,7,4,1,261.54,84.62,15.38,53.85,30.77
Travis Head,Square Drive,27,8,8,8,0,5,2,0,337.5,100.0,0.0,62.5,25.0
Travis Head,Flick,26,12,12,9,3,4,4,0,216.67,75.0,25.0,33.33,33.33
Travis Head,On Drive,25,10,10,8,2,5,2,0,250.0,80.0,20.0,50.0,20.0
Travis Head,Cut Shot,24,15,15,8,7,4,6,0,160.0,53.33,46.67,26.67,40.0
Travis Head,Pull,20,13,13,7,6,4,5,2,153.85,53.85,46.15,30.77,38.46
Travis Head,Straight Drive,18,3,3,3,0,3,0,0,600.0,100.0,0.0,100.0,0.0
Travis Head,Slog Shot,12,5,5,1,4,2,2,1,240.0,20.0,80.0,40.0,40.0
Travis Head,Slog Sweep,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Travis Head,Push,4,9,9,7,2,0,5,1,44.44,77.78,22.22,0.0,55.56
Travis Head,Sweep Shot,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Travis Head,Steered,3,6,6,3,3,0,3,1,50.0,50.0,50.0,0.0,50.0
Travis Head,Left Alone,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Travis Head,Upper Cut,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Trent Boult,Slog Shot,7,2,2,2,0,1,0,0,350.0,100.0,0.0,50.0,0.0
Trent Boult,On Drive,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Trent Boult,Push,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Tristan Stubbs,Unknown,90,58,0,0,0,11,15,2,155.17,,,18.97,25.86
Tristan Stubbs,Flick,30,20,20,18,2,3,2,0,150.0,90.0,10.0,15.0,10.0
Tristan Stubbs,On Drive,25,22,22,21,1,1,2,0,113.64,95.45,4.55,4.55,9.09
Tristan Stubbs,Pull,21,9,9,7,2,3,1,0,233.33,77.78,22.22,33.33,11.11
Tristan Stubbs,Cover Drive,19,13,13,11,2,2,3,0,146.15,84.62,15.38,15.38,23.08
Tristan Stubbs,Push,13,11,11,10,1,0,3,1,118.18,90.91,9.09,0.0,27.27
Tristan Stubbs,Straight Drive,9,4,4,4,0,2,1,0,225.0,100.0,0.0,50.0,25.0
Tristan Stubbs,Defended,4,11,11,8,3,1,10,0,36.36,72.73,27.27,9.09,90.91
Tristan Stubbs,Square Drive,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Tristan Stubbs,Cut Shot,2,2,2,1,1,0,1,0,100.0,50.0,50.0,0.0,50.0
Tristan Stubbs,Leg Glance,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Tristan Stubbs,Dab,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Tristan Stubbs,Steered,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Tushar Deshpande,Unknown,25,11,0,0,0,3,3,1,227.27,,,27.27,27.27
Urvil Patel,Flick,10,6,6,6,0,1,2,0,166.67,100.0,0.0,16.67,33.33
Urvil Patel,Pull,10,3,3,2,1,2,1,1,333.33,66.67,33.33,66.67,33.33
Urvil Patel,Slog Shot,4,3,3,1,2,1,2,0,133.33,33.33,66.67,33.33,66.67
Urvil Patel,On Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Urvil Patel,Cover Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Urvil Patel,Slog Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Vaibhav Arora,Defended,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Vaibhav Arora,Leg Glance,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Vaibhav Arora,Push,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Vaibhav Sooryavanshi,Pull,92,23,23,17,6,16,2,0,400.0,73.91,26.09,69.57,8.7
Vaibhav Sooryavanshi,On Drive,83,27,27,27,0,15,5,0,307.41,100.0,0.0,55.56,18.52
Vaibhav Sooryavanshi,Flick,58,25,25,21,4,9,6,0,232.0,84.0,16.0,36.0,24.0
Vaibhav Sooryavanshi,Cut Shot,41,17,17,14,3,8,4,1,241.18,82.35,17.65,47.06,23.53
Vaibhav Sooryavanshi,Slog Shot,31,22,22,5,17,5,14,5,140.91,22.73,77.27,22.73,63.64
Vaibhav Sooryavanshi,Straight Drive,28,6,6,6,0,5,1,0,466.67,100.0,0.0,83.33,16.67
Vaibhav Sooryavanshi,Cover Drive,23,13,13,9,4,4,4,1,176.92,69.23,30.77,30.77,30.77
Vaibhav Sooryavanshi,Square Drive,12,3,3,2,1,3,0,0,400.0,66.67,33.33,100.0,0.0
Vaibhav Sooryavanshi,Steered,11,7,7,6,1,2,2,0,157.14,85.71,14.29,28.57,28.57
Vaibhav Sooryavanshi,Upper Cut,6,3,3,1,2,1,1,0,200.0,33.33,66.67,33.33,33.33
Vaibhav Sooryavanshi,Slog Sweep,6,2,2,1,1,1,1,1,300.0,50.0,50.0,50.0,50.0
Vaibhav Sooryavanshi,Dab,4,2,2,2,0,1,1,0,200.0,100.0,0.0,50.0,50.0
Vaibhav Sooryavanshi,Leg Glance,4,2,2,2,0,1,1,0,200.0,100.0,0.0,50.0,50.0
Vaibhav Sooryavanshi,Reverse Pull,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Vaibhav Sooryavanshi,Push,1,8,8,7,1,0,7,0,12.5,87.5,12.5,0.0,87.5
Vaibhav Sooryavanshi,Defended,0,5,5,5,0,0,5,0,0.0,100.0,0.0,0.0,100.0
Vaibhav Sooryavanshi,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Vaibhav Sooryavanshi,Reverse Scoop,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Vaibhav Sooryavanshi,Unknown,0,1,0,0,0,0,1,1,0.0,,,0.0,100.0
Varun Chakravarthy,Push,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Venkatesh Iyer,On Drive,8,3,3,3,0,1,0,0,266.67,100.0,0.0,33.33,0.0
Venkatesh Iyer,Slog Shot,7,3,3,2,1,1,1,1,233.33,66.67,33.33,33.33,33.33
Venkatesh Iyer,Straight Drive,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Venkatesh Iyer,Cover Drive,4,3,3,2,1,0,0,0,133.33,66.67,33.33,0.0,0.0
Venkatesh Iyer,Cut Shot,4,3,3,2,1,0,0,0,133.33,66.67,33.33,0.0,0.0
Venkatesh Iyer,Reverse Scoop,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Venkatesh Iyer,Pull,3,4,4,1,3,0,2,0,75.0,25.0,75.0,0.0,50.0
Venkatesh Iyer,Flick,2,5,5,3,2,0,3,0,40.0,60.0,40.0,0.0,60.0
Venkatesh Iyer,Dab,2,2,2,1,1,0,0,0,100.0,50.0,50.0,0.0,0.0
Venkatesh Iyer,Upper Cut,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Venkatesh Iyer,Unknown,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Venkatesh Iyer,Sweep Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Vijaykumar Vyshak,Cut Shot,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Vijaykumar Vyshak,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Vipraj Nigam,Ramp,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Vipraj Nigam,On Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Vipraj Nigam,Cut Shot,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Vipraj Nigam,Flick,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Vipraj Nigam,Pull,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Vipraj Nigam,Slog Shot,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Virat Kohli,Flick,58,28,28,20,8,8,6,0,207.14,71.43,28.57,28.57,21.43
Virat Kohli,On Drive,53,31,31,25,6,8,8,1,170.97,80.65,19.35,25.81,25.81
Virat Kohli,Pull,52,30,30,18,12,7,6,3,173.33,60.0,40.0,23.33,20.0
Virat Kohli,Unknown,49,34,0,0,0,7,9,1,144.12,,,20.59,26.47
Virat Kohli,Cover Drive,47,27,27,17,10,9,7,1,174.07,62.96,37.04,33.33,25.93
Virat Kohli,Straight Drive,27,8,8,8,0,5,1,0,337.5,100.0,0.0,62.5,12.5
Virat Kohli,Slog Shot,21,10,10,4,6,3,3,0,210.0,40.0,60.0,30.0,30.0
Virat Kohli,Square Drive,14,9,9,8,1,1,2,0,155.56,88.89,11.11,11.11,22.22
Virat Kohli,Cut Shot,11,11,11,8,3,2,6,0,100.0,72.73,27.27,18.18,54.55
Virat Kohli,Dab,11,9,9,9,0,1,1,0,122.22,100.0,0.0,11.11,11.11
Virat Kohli,Slog Sweep,11,4,4,2,2,2,1,1,275.0,50.0,50.0,50.0,25.0
Virat Kohli,Steered,9,3,3,3,0,2,0,0,300.0,100.0,0.0,66.67,0.0
Virat Kohli,Push,6,9,9,8,1,0,3,0,66.67,88.89,11.11,0.0,33.33
Virat Kohli,Upper Cut,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Virat Kohli,Late Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Virat Kohli,Leg Glance,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Virat Kohli,Sweep Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Virat Kohli,Defended,0,9,9,5,4,0,9,0,0.0,55.56,44.44,0.0,100.0
Virat Kohli,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Washington Sundar,Pull,53,19,19,14,5,10,2,2,278.95,73.68,26.32,52.63,10.53
Washington Sundar,Flick,42,28,28,24,4,4,6,1,150.0,85.71,14.29,14.29,21.43
Washington Sundar,On Drive,31,26,26,24,2,2,1,0,119.23,92.31,7.69,7.69,3.85
Washington Sundar,Cover Drive,17,14,14,12,2,3,7,1,121.43,85.71,14.29,21.43,50.0
Washington Sundar,Cut Shot,14,15,15,12,3,1,6,1,93.33,80.0,20.0,6.67,40.0
Washington Sundar,Straight Drive,12,3,3,3,0,3,0,0,400.0,100.0,0.0,100.0,0.0
Washington Sundar,Slog Shot,11,4,4,1,3,2,1,0,275.0,25.0,75.0,50.0,25.0
Washington Sundar,Square Drive,7,3,3,3,0,1,0,0,233.33,100.0,0.0,33.33,0.0
Washington Sundar,Leg Glance,6,4,4,3,1,1,1,0,150.0,75.0,25.0,25.0,25.0
Washington Sundar,Ramp,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Washington Sundar,Slog Sweep,4,1,1,0,1,1,0,0,400.0,0.0,100.0,100.0,0.0
Washington Sundar,Push,2,8,8,5,3,0,6,0,25.0,62.5,37.5,0.0,75.0
Washington Sundar,Steered,2,4,4,2,2,0,2,0,50.0,50.0,50.0,0.0,50.0
Washington Sundar,Sweep Shot,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Washington Sundar,Defended,1,3,3,2,1,0,2,1,33.33,66.67,33.33,0.0,66.67
Washington Sundar,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Washington Sundar,Left Alone,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Will Jacks,Cut Shot,8,6,6,5,1,2,4,0,133.33,83.33,16.67,33.33,66.67
Will Jacks,Pull,7,5,5,2,3,1,1,0,140.0,40.0,60.0,20.0,20.0
Will Jacks,On Drive,7,2,2,2,0,1,0,0,350.0,100.0,0.0,50.0,0.0
Will Jacks,Slog Sweep,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Will Jacks,Sweep Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Will Jacks,Cover Drive,4,4,4,3,1,1,3,1,100.0,75.0,25.0,25.0,75.0
Will Jacks,Slog Shot,4,2,2,0,2,1,1,1,200.0,0.0,100.0,50.0,50.0
Will Jacks,Flick,2,2,2,0,2,0,1,0,100.0,0.0,100.0,0.0,50.0
Will Jacks,Steered,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Will Jacks,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Xavier Bartlett,Pull,7,2,2,2,0,1,0,0,350.0,100.0,0.0,50.0,0.0
Xavier Bartlett,Push,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Xavier Bartlett,Cover Drive,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
Xavier Bartlett,Flick,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Yashasvi Jaiswal,Cover Drive,49,30,30,20,10,10,16,2,163.33,66.67,33.33,33.33,53.33
Yashasvi Jaiswal,Pull,47,18,18,12,6,7,4,1,261.11,66.67,33.33,38.89,22.22
Yashasvi Jaiswal,On Drive,32,20,20,20,0,4,4,0,160.0,100.0,0.0,20.0,20.0
Yashasvi Jaiswal,Cut Shot,30,23,23,19,4,4,6,1,130.43,82.61,17.39,17.39,26.09
Yashasvi Jaiswal,Flick,30,22,22,17,5,3,7,0,136.36,77.27,22.73,13.64,31.82
Yashasvi Jaiswal,Leg Glance,23,10,10,10,0,4,0,0,230.0,100.0,0.0,40.0,0.0
Yashasvi Jaiswal,Straight Drive,23,7,7,6,1,5,1,0,328.57,85.71,14.29,71.43,14.29
Yashasvi Jaiswal,Square Drive,18,7,7,7,0,3,0,0,257.14,100.0,0.0,42.86,0.0
Yashasvi Jaiswal,Slog Shot,16,9,9,4,5,2,2,1,177.78,44.44,55.56,22.22,22.22
Yashasvi Jaiswal,Unknown,15,10,5,3,2,3,6,1,150.0,60.0,40.0,30.0,60.0
Yashasvi Jaiswal,Steered,12,13,13,7,6,2,7,0,92.31,53.85,46.15,15.38,53.85
Yashasvi Jaiswal,Ramp,12,5,5,3,2,3,2,0,240.0,60.0,40.0,60.0,40.0
Yashasvi Jaiswal,Slog Sweep,2,3,3,0,3,0,1,1,66.67,0.0,100.0,0.0,33.33
Yashasvi Jaiswal,Dab,1,4,4,4,0,0,3,0,25.0,100.0,0.0,0.0,75.0
Yashasvi Jaiswal,Left Alone,1,4,4,4,0,0,3,0,25.0,100.0,0.0,0.0,75.0
Yashasvi Jaiswal,Sweep Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Yashasvi Jaiswal,Push,0,5,5,4,1,0,5,0,0.0,80.0,20.0,0.0,100.0
Yashasvi Jaiswal,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Yashasvi Jaiswal,Reverse Sweep,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Yashasvi Jaiswal,Hook,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
